par_id,art_id,keyword,country_code,text,label,class
1353,@@1812629,migrant,tz,eye witness sought anonymity said illegal immigrant spotted villager heading farm morning,0,0
1356,@@18923265,hopeless,ng,whisper talk advocacy group government intervention still rescue government winning knew suffered would tortured raped till lost consciousness girl camp looked like dejected hopeless,1,0
1357,@@735567,disabled,ie,like life disabled person add life matter choice matter yes would like trundle wood along seashore sort thing accept possible everybody life evaluate either good bad create trouble disturbance nt happy,0,0
1358,@@4525870,disabled,bd,could devastating disabled elderly lack agility cope anything sudden unexpected added,3,1
1359,@@1917108,immigrant,tz,south africa two million documented undocumented immigrant four per cent total population according study university witwatersrand,0,0
1361,@@14277151,women,ke,laugh minute realize never serious step closer becoming attractive attractive woman wicked sense humor happy one one laugh easily,1,0
1363,@@4623892,women,jm,woman generally competitive men motivated job prestige want actualise necessarily way men men may want lead conglomerate corporation board woman generally content good secure job attractive salary woman pursue power position many interested nt want hassle,4,1
1364,@@24279080,poor-families,ng,since family longer find enough food eat strange many opt selfmedication afford buy antimalarial n le ca nt hunt fordogon yaro leaf bush unfortunate malaria attack poor family often rich one,1,0
1365,@@21969829,homeless,sg,augusto leader national movement homeless people said never involved wrongdoing like theft drug dealing,0,0
1366,@@19198554,homeless,my,setapak station chief asst supt wee bee seng offered yearold johan iskandar dean salter place stay sunday night could get room homeless shelter near ho pital kuala lumpur full,0,0
1368,@@4935453,hopeless,in,good news even hopelessly disorganised child taught keep paper pencil notebook schedule order figure getting child way figure overcome implementing successful system organising homework classwork generally taught school result student parent teacher suffer,0,0
1369,@@1860620,hopeless,gh,african continent increasingly becoming global common hub business continent long ago described hopeless continent risen odds actually show potential posse africa attracting world depicting capable contain increasingly operator africa africa economic structural reform shown strong resilient following global economic crisis rebounding back quickly since last decade going forward looking robust,2,1
1370,@@16914546,vulnerable,hk,presently aspect smart city think vulnerable,0,0
1372,@@16839538,immigrant,us,alex gave first name among one million immigrant living la metro area illegally,0,0
1373,@@18724319,refugee,my,dhaka cyclone mora battered bangladesh killing five people seriously damaging camp housing thousand rohingya refugee fled violence myanmar,0,0
1374,@@14236320,vulnerable,jm,initiative launched april st james police concern criminal preying vulnerable student luring illegal activity turning mind wanting go school,0,0
1375,@@23969658,vulnerable,ie,said finding suggest prey specie continue shift breeding season forward could threaten survival vulnerable seabird puffin albatross,0,0
1376,@@10058915,migrant,pk,congress obama deliver state union address tuesday evening democrat including member party leadership signed letter calling raid targeting immigrant stop immediately,0,0
1379,@@4591694,hopeless,jm,institution must open communication process juvenile professional family bearing mind juvenile emotionally dependent supportive relationship juvenile also tend low problemsolving skill predisposes feeling hopelessness,1,0
1380,@@24556009,immigrant,hk,yearold also longtime critic president donald trump part several effort push back action white house like rescinding protection immigrant brought u illegally child,0,0
1383,@@30067552,vulnerable,gh,irst system used detect potentially track stealth aircraft specific condition bronk said mean anything approaching satisfactory solution problem fighting target limited range compared radar vulnerable environmental disruption degradation added,0,0
1384,@@16985394,immigrant,gh,even today donald trump tell immigration make stronger weaker people tell reason u strong h dv visa able attract best country tell crime increase immigration indeed immigrant commit crime compared people local terrorism u today done people u citizen immigrant clarified,0,0
1385,@@14548648,disabled,my,kuala lumpur wheelchairbound person gathered front mid valley megamall north court entrance demanding permanent solution lack disabledfriendly accessibility mall,0,0
